Media Name,Media Url,Publish Date,Title,Article Url
cnn.com,cnn.com,2024-04-06,"April 6, 2024 Israel-Gaza news",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-06-24/index.html
nypost.com,nypost.com,2024-04-06,Six months after Oct. 7: Agonizing Rafah fight likely next stage for Israel-Hamas war,https://nypost.com/2024/04/06/world-news/fight-in-rafah-gaza-next-in-israel-hamas-war-experts-say/
foxnews.com,foxnews.com,2024-04-06,"Vanderbilt students expelled, suspended for participation in unruly pro-Palestinian protests",https://www.foxnews.com/us/vanderbilt-students-expelled-suspended-participation-unruly-pro-palestinian-protests
nbcnews.com,nbcnews.com,2024-04-06,"Half a year into the war in Gaza, here’s a look at the conflict by the numbers",https://www.nbcnews.com/news/world/half-year-war-gaza-s-look-conflict-numbers-rcna146705
nypost.com,nypost.com,2024-04-06,Wounded IDF soldiers reveal stories of heroism from the front lines during Israel-Hamas war,https://nypost.com/2024/04/06/world-news/wounded-idf-soldiers-reveal-stories-of-heroism-from-the-front-lines-during-israel-hamas-war/
nypost.com,nypost.com,2024-04-06,Israel recovers body of hostage seen alive in December video begging for his freedom,https://nypost.com/2024/04/06/world-news/israel-recovers-body-of-hostage-seen-alive-in-december-video-begging-for-his-freedom/
nbcnews.com,nbcnews.com,2024-04-06,The IDF is supposed to protect aid workers. Aid agencies say the Israeli military has been attacking them for months.,https://www.nbcnews.com/news/world/world-central-kitchen-aid-worker-killings-israel-deconfliction-rcna146550
foxnews.com,foxnews.com,2024-04-06,Body of Israeli hostage retrieved overnight during IDF operation in Gaza,https://www.foxnews.com/world/body-israeli-hostage-retrieved-overnight-idf-operation-gaza
foxnews.com,foxnews.com,2024-04-06,Families of American hostages in Gaza urge Biden to act after 6 months of conflict: 'Don't have time' to wait,https://www.foxnews.com/us/families-american-hostages-gaza-urge-biden-act-6-months-conflict-dont-have-time-wait
foxnews.com,foxnews.com,2024-04-05,Israelis fear Biden’s 'intolerable' cease-fire demand means victory for Hamas,https://www.foxnews.com/world/israelis-fear-bidens-intolerable-cease-fire-demand-means-victory-hamas
cnn.com,cnn.com,2024-04-05,"April 5, 2024 Israel-Gaza updates",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-05-24/index.html
cnn.com,cnn.com,2024-04-05,Israel’s military says it made ‘grave’ mistakes in killing seven aid workers in Gaza. Here’s what we know,https://edition.cnn.com/2024/04/05/middleeast/israel-world-central-kitchen-report-explainer-intl/index.html
cnn.com,cnn.com,2024-04-05,"April 5, 2024 Israel-Gaza updates",https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-05-24/index.html
nbcnews.com,nbcnews.com,2024-04-05,Families of people kidnapped by Hamas deplore Gaza violence and demand release of hostages,https://www.nbcnews.com/news/world/families-people-kidnapped-hamas-deplore-gaza-violence-demand-release-h-rcna146054
foxnews.com,foxnews.com,2024-04-05,Israel dismisses 2 officers over deadly drone strikes on aid workers in Gaza,https://www.foxnews.com/world/israel-dismisses-2-officers-deadly-drone-strikes-aid-workers-gaza
nypost.com,nypost.com,2024-04-05,Since when did Jill Biden dictate America’s Israel policy?,https://nypost.com/2024/04/05/opinion/since-when-did-jill-biden-dictate-americas-israel-policy/
foxnews.com,foxnews.com,2024-04-05,Egyptian authorities arrest 10 after a pro-Gaza rally calling for severing ties with Israel,https://www.foxnews.com/world/egyptian-authorities-arrest-10-pro-gaza-rally-calling-severing-ties-israel
nypost.com,nypost.com,2024-04-05,It’s completely the wrong time for Joe Biden to turn on Israel,https://nypost.com/2024/04/05/opinion/its-completely-the-wrong-time-for-joe-biden-to-turn-on-israel/
nbcnews.com,nbcnews.com,2024-04-05,A potential tipping point for Biden on Israel: From the Politics Desk,https://www.nbcnews.com/politics/2024-election/biden-israel-potential-tipping-point-politics-desk-rcna146662
nypost.com,nypost.com,2024-04-05,Israel used secretive AI program called ‘Lavender’ to identify thousands of bombing targets: report,https://nypost.com/2024/04/05/us-news/israel-used-secretive-ai-program-to-identify-thousands-of-bombing-targets-report/
nypost.com,nypost.com,2024-04-05,NY-area families of kidnapped IDF troops heartbroken as Gaza hostage deal stalls: ‘Our kids are living in hell’,https://nypost.com/2024/04/05/us-news/local-families-of-kidnapped-idf-troops-heartbroken-as-hostage-deal-stalls/
nypost.com,nypost.com,2024-04-05,Biden calls on Egypt and Qatar to convince Hamas to agree to hostage deal with Israel,https://nypost.com/2024/04/05/us-news/biden-urges-egypt-qatar-leaders-to-press-hamas-to-come-to-agreement-for-israeli-hostages-in-gaza-report/
nbcnews.com,nbcnews.com,2024-04-05,Israeli military dismisses 2 officers over aid strikes and Alabama killer asks to be executed: Morning Rundown,https://www.nbcnews.com/news/sean-diddy-combs-son-trumps-jack-smith-morning-rundown-rcna146531
nypost.com,nypost.com,2024-04-05,NYC native who survived Oct. 7 attacks by Hamas returns to destroyed kibbutz after months of being a ‘refugee in your own land’,https://nypost.com/2024/04/05/world-news/bronx-native-who-survived-oct-7-attacks-returns-to-destroyed-kibbutz/
nbcnews.com,nbcnews.com,2024-04-05,Israel-Hamas war: IDF dismisses 2 senior officers over killing of Gaza aid workers; World Central Kitchen demands independent probe,https://www.nbcnews.com/news/world/live-blog/israel-hamas-war-live-updates-rcna146529
nypost.com,nypost.com,2024-04-05,Partner of American aid worker killed in Israeli airstrike demands answers from Biden: ‘Give us the truth’,https://nypost.com/2024/04/05/world-news/partner-of-american-aid-worker-killed-in-gaza-speaks-out/
nypost.com,nypost.com,2024-04-05,"Bone marrow recipient meets wife, children of donor who died saving lives in Oct. 7 Hamas attack",https://nypost.com/2024/04/05/world-news/bone-marrow-recipient-has-emotional-meeting-with-donors-family-after-hes-killed-in-hamas-attack/
foxnews.com,foxnews.com,2024-04-05,White House says it's working for Hamas surrender even as it tries to rein in Israel,https://www.foxnews.com/politics/white-house-says-its-working-for-hamas-surrender-even-as-it-tries-to-rein-in-israel
foxnews.com,foxnews.com,2024-04-05,Hezbollah chief boasts of US pressure ending Gaza conflict: 'Israel has been defeated',https://www.foxnews.com/world/hezbollah-chief-boasts-us-pressure-ending-gaza-conflict-israel-has-been-defeated
nbcnews.com,nbcnews.com,2024-04-05,Stolen son: A hostage’s mom fights to bring her child home from Gaza,https://www.nbcnews.com/video/stolen-son-a-hostage-s-mom-fights-to-bring-her-child-home-from-gaza-208352325985
foxnews.com,foxnews.com,2024-04-05,IDF: Strike that killed World Central Kitchen workers was 'serious failure due to a mistaken identification',https://www.foxnews.com/world/idf-strike-killed-world-central-kitchen-workers-serious-failure-mistaken-identification
nbcnews.com,nbcnews.com,2024-04-05,Gaza soup kitchen bridges efforts from brothers thousands of miles apart,https://www.nbcnews.com/news/world/gaza-soup-kitchen-bridges-efforts-brothers-thousands-miles-apart-rcna146593
foxnews.com,foxnews.com,2024-04-05,"Joaquin Phoenix, 150 Hollywood Jewish creatives defend Oscar winner's speech condemning Israel",https://www.foxnews.com/media/joaquin-phoenix-150-jewish-creatives-hollywood-defend-oscar-winners-speech-condemning-israel
nbcnews.com,nbcnews.com,2024-04-05,"Her son was last seen badly hurt, being loaded into a Hamas truck: One mother details her 6-month agony",https://www.nbcnews.com/news/world/israel-hostage-mother-hamas-attack-6-months-gaza-war-goldberg-polin-rcna145805
nypost.com,nypost.com,2024-04-05,Is the Gaza famine a myth? The data say yes,https://nypost.com/2024/04/05/opinion/is-the-gaza-famine-a-myth-the-data-say-yes/
foxnews.com,foxnews.com,2024-04-05,Turkish authorities arrest 2 suspected of spying for Israel,https://www.foxnews.com/world/turkish-authorities-arrest-2-suspected-spying-israel
cnn.com,cnn.com,2024-04-05,UK government under growing pressure to stop selling arms to Israel,https://edition.cnn.com/2024/04/05/uk/sunak-uk-arms-sales-israel-pressure-intl/index.html
foxnews.com,foxnews.com,2024-04-05,"Israeli to expand aid access to Gaza, but Blinken says it still might not meet US demands",https://www.foxnews.com/world/israeli-expand-aid-access-gaza-but-blinken-says-still-not-meet-us-demands
foxnews.com,foxnews.com,2024-04-05,House GOP leaders say Biden conditioning US support for Israel will 'benefit Hamas',https://www.foxnews.com/politics/house-gop-leaders-biden-conditioning-support-israel-benefit-hamas
nbcnews.com,nbcnews.com,2024-04-05,Biden officials worry Iran may hit targets inside Israel as revenge for killing general,https://www.nbcnews.com/politics/national-security/biden-officials-worry-iran-may-plan-hit-targets-inside-israel-rcna146627
cnn.com,cnn.com,2024-04-05,"Six months into the war in Gaza, Israel has no exit strategy and no real plan for the future",https://edition.cnn.com/2024/04/05/middleeast/gaza-war-no-plan-israel-intl-cmd/index.html
nypost.com,nypost.com,2024-04-05,Biden admin preparing for possible retaliation from Iran after Israeli strike on consulate: reports,https://nypost.com/2024/04/05/us-news/biden-admin-preparing-for-possible-retaliation-from-iran-after-israeli-strike-on-consulate/
foxnews.com,foxnews.com,2024-04-04,"First lady Jill Biden reportedly urging the president privately to end the war in Gaza: 'Stop, stop it now'",https://www.foxnews.com/media/first-lady-jill-biden-reportedly-urging-president-end-war-gaza-private-stop-stop-now
cnn.com,cnn.com,2024-04-04,Gaza aid efforts dealt major blow as Israel’s deadly attack on relief workers prompts withdrawal of agencies,https://edition.cnn.com/2024/04/04/middleeast/gaza-wck-aid-suspended-famine-intl/index.html
nypost.com,nypost.com,2024-04-04,"UCLA med school forced first-year students to attend lecture of Hamas supporter who blasted modern medicine as ‘white science,’ made them pray to ‘mama Earth’",https://nypost.com/2024/04/04/us-news/ucla-made-med-students-attend-lecture-given-by-hamas-supporter/
nypost.com,nypost.com,2024-04-04,"Trump ducks question on whether he is ‘100% with Israel,’ suggests ‘idiot’ Biden on cocaine",https://nypost.com/2024/04/04/us-news/trump-ducks-question-on-whether-he-is-100-with-israel-suggests-idiot-biden-on-cocaine/
foxnews.com,foxnews.com,2024-04-04,Biden warns Netanyahu that US will change policy on Gaza unless Israel protects civilians,https://www.foxnews.com/us/biden-warns-netanyahu-that-us-will-change-policy-on-gaza-unless-israel-protects-civilians
foxnews.com,foxnews.com,2024-04-04,"Crisis in California: Hamas-style attack could happen to us, border mayor warns as migrant surge continues",https://www.foxnews.com/politics/crisis-in-california-hamas-style-attack-could-happen-in-us-mayor-warns-as-border-surge-continues
foxnews.com,foxnews.com,2024-04-04,Indian workers depart for Israel to fill labor shortage as war rages on,https://www.foxnews.com/world/indian-workers-depart-israel-fill-labor-shortage-war-rages-on
nypost.com,nypost.com,2024-04-04,"The week in whoppers: Barack Obama is back to his lies, Morning Joe smears Israel and more",https://nypost.com/2024/04/04/opinion/the-week-in-whoppers-barack-obama-is-back-to-his-lies-morning-joe-smears-israel-and-more/
cnn.com,cnn.com,2024-04-04,"Israel attacked aid workers ‘systematically, car by car,’ charity founder says, as fury builds over deadly strike",https://edition.cnn.com/2024/04/04/middleeast/jose-andres-wck-israel-strike-criticism-intl/index.html
nypost.com,nypost.com,2024-04-04,"Parents of slain American aid worker, Jacob Flickinger, demand answers about Israeli airstrike",https://nypost.com/2024/04/04/world-news/parents-of-slain-american-aid-worker-want-answers-about-israeli-airstrike/
nbcnews.com,nbcnews.com,2024-04-04,Israel to open more aid routes to Gaza and increase deliveries after pressure from Biden,https://www.nbcnews.com/politics/white-house/biden-speak-netanyahu-israeli-strike-world-central-kitchen-aid-workers-rcna146376
foxnews.com,foxnews.com,2024-04-04,Professors claim pointing out how Hamas brutalizes LGBTQ people is 'homophobic violence',https://www.foxnews.com/media/professors-claim-pointing-hamas-brutalizes-lgbtq-people-homophobic-violence
nbcnews.com,nbcnews.com,2024-04-04,Class destroyed: The rise and ruin of Gaza's revered universities,https://www.nbcnews.com/specials/gaza-universities-destroyed-israel-military-war/index.html
foxnews.com,foxnews.com,2024-04-04,"Israeli police thwart alleged ISIS terror plot against Jerusalem stadium, police station",https://www.foxnews.com/world/israeli-police-thwart-alleged-isis-terror-plot-jerusalem-stadium-police-station
nypost.com,nypost.com,2024-04-04,McDonald’s to buy franchise that faced boycotts after donating meals to Israeli military following Oct. 7 attacks,https://nypost.com/2024/04/04/business/mcdonalds-to-buy-israel-franchise-hit-by-boycotts-after-oct-7/
foxnews.com,foxnews.com,2024-04-04,Extremists rise in new Palestinian Authority government as Biden threatens Israel over Gaza war,https://www.foxnews.com/world/extremists-rise-new-palestinian-authority-government-biden-threatens-israel-over-gaza-war
nypost.com,nypost.com,2024-04-04,Commuter brandishes knife to ward off rowdy pro-Palestinian protesters blocking him from entering Lockheed Martin facility,https://nypost.com/2024/04/04/us-news/man-defends-himself-with-knife-against-gaza-war-protestors-at-lockheed-martin/
nypost.com,nypost.com,2024-04-04,Biden warns Netanyahu support for Israel against Hamas may slip without Gaza civilian protections after ‘unacceptable’ strike,https://nypost.com/2024/04/04/world-news/biden-netanyahu-hold-first-call-since-deadly-airstrike-on-aid-workers/
nbcnews.com,nbcnews.com,2024-04-04,Pro-Israel groups target former GOP congressman's comeback attempt,https://www.nbcnews.com/politics/2024-election/-israel-groups-target-former-gop-congressmans-comeback-attempt-rcna146471
foxnews.com,foxnews.com,2024-04-04,Fox News ‘Antisemitism Exposed’ Newsletter: Pro-Palestinian protests targeting houses of worship,https://www.foxnews.com/us/fox-news-antisemitism-exposed-newsletter-pro-palestinian-protests-targeting-houses-of-worship
foxnews.com,foxnews.com,2024-04-04,Senior UK jurists have joined calls to stop arms sales to Israel. Other allies face similar pressure,https://www.foxnews.com/world/senior-uk-jurists-joined-calls-stop-arms-sales-israel-other-allies-face-similar-pressure
cnn.com,cnn.com,2024-04-04,Hear what Bernie Sanders wants the US to tell Israel,https://www.cnn.com/videos/politics/2024/04/04/sen-bernie-sanders-biden-netanyahu-israel-gaza-prescription-drugs-the-lead-jake-tapper.cnn
nytimes.com,nytimes.com,2024-04-04,Inside a Father’s Struggle to Feed His Family in Gaza,https://www.nytimes.com/video/world/middleeast/100000009389675/gaza-food-shortage-rafah.html
foxnews.com,foxnews.com,2024-04-04,World Central Kitchen workers possibly killed by 'perfectly accurate' Israeli Spike missiles: report,https://www.foxnews.com/world/world-central-kitchen-workers-possibly-killed-perfectly-accurate-israeli-spike-missiles-report
nypost.com,nypost.com,2024-04-04,"Nearly one-eighth of NY Democratic primary-goers vote ‘blank,’ stick it to Biden in protest over Gaza",https://nypost.com/2024/04/04/us-news/nearly-one-eighth-of-ny-democrat-primary-goers-vote-blank-stick-it-to-biden-in-protest-over-gaza/
foxnews.com,foxnews.com,2024-04-04,'Radical' pro-Palestinian groups increasingly target houses of worship for protests in alarming trend,https://www.foxnews.com/media/radical-pro-palestinian-groups-increasingly-target-houses-worship-protests-alarming-trend
nypost.com,nypost.com,2024-04-03,"Chef José Andrés alleges Israel targeted aid workers ‘car by car’ in deadly airstrike, Israel calls it ‘grave mistake’",https://nypost.com/2024/04/03/world-news/world-central-kitchen-founder-jose-andres-alleges-israel-targeted-aid-workers-car-by-car-in-deadly-airstrike-israel-admits-it-made-grave-mistake/
nypost.com,nypost.com,2024-04-03,Israeli war cabinet member calls for new elections as Netanyahu criticism grows,https://nypost.com/2024/04/03/world-news/israeli-war-cabinet-member-calls-for-election-amid-benjamin-netanyahu-criticism/
foxnews.com,foxnews.com,2024-04-03,"Federal judge orders Iran, Syria to pay $191M for Hamas-supported slaying of American Israeli activist",https://www.foxnews.com/politics/federal-judge-orders-iran-syria-pay-191m-hamas-slaying-american-israeli-activist
cnn.com,cnn.com,2024-04-03,"April 3, 2024 Israel-Hamas war",https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-03-24/index.html
nypost.com,nypost.com,2024-04-03,Anti-Israel ‘Squad’ Rep. Jamaal Bowman trails rival George Latimer by 17 points,https://nypost.com/2024/04/03/us-news/rep-jamaal-bowman-trails-rival-george-latimer-by-17-points/
nbcnews.com,nbcnews.com,2024-04-03,Biden and Netanyahu to hold first call since Israeli strikes killed World Central Kitchen workers,https://www.nbcnews.com/politics/white-house/biden-netanyahu-hold-first-call-world-central-kitchen-workers-killed-rcna146283
foxnews.com,foxnews.com,2024-04-03,White House pressing Congress to approve F-15 sale to Israel despite criticism over airstrike accident,https://www.foxnews.com/politics/white-house-pressing-congress-approve-f15-sale-israel-despite-criticism-airstrike-accident
foxnews.com,foxnews.com,2024-04-03,"Ex-Obama staffer rips Biden for being 'privately' angry at Israel, but not changing policy: Looks 'weak'",https://www.foxnews.com/media/ex-obama-staffer-rips-biden-privately-angry-israel-not-changing-policy-looks-weak
nypost.com,nypost.com,2024-04-03,Israeli protesters smear yellow paint in parliament as they demand leaders do more to free hostages,https://nypost.com/2024/04/03/world-news/israeli-protesters-smear-paint-in-knesset-parliament-over-stalled-hostage-deal/
foxnews.com,foxnews.com,2024-04-03,Doctor who walked out of meeting with Biden 'not satisfied' with president's stance on Israel-Hamas war,https://www.foxnews.com/media/doctor-who-walked-out-meeting-biden-not-satisfied-presidents-stance-israel-hamas-war
nbcnews.com,nbcnews.com,2024-04-03,Displeasure with Biden's handling of Hamas-Israel war was on display at closed-door White House meeting,https://www.nbcnews.com/politics/white-house/displeasure-bidens-handling-hamas-israel-war-was-display-closed-door-w-rcna146244
nypost.com,nypost.com,2024-04-03,Jake Sullivan forced to reschedule high-stakes Saudi Arabia trip to discuss Israel situation after cracked rib,https://nypost.com/2024/04/03/us-news/jake-sullivan-forced-to-reschedule-saudi-arabia-trip-after-cracked-rib/
cnn.com,cnn.com,2024-04-03,Who were the World Central Kitchen workers killed in Israel’s strike in Gaza?,https://edition.cnn.com/2024/04/03/middleeast/world-central-kitchen-workers-gaza-israel-strike-intl/index.html
foxnews.com,foxnews.com,2024-04-03,The killing of aid workers adds to pressure on the UK government to halt arms sales to Israel,https://www.foxnews.com/world/killing-aid-workers-adds-pressure-uk-government-halt-arms-sales-israel
nypost.com,nypost.com,2024-04-03,"Biden is dreaming it’s like 1918, but Israel is fighting like it’s 1945",https://nypost.com/2024/04/03/opinion/biden-is-dreaming-its-like-1918-but-israel-is-fighting-like-its-1945/
nbcnews.com,nbcnews.com,2024-04-03,Top Israeli official Ron Dermer began yelling during a meeting with U.S. officials on Gaza,https://www.nbcnews.com/politics/national-security/top-israeli-official-ron-dermer-yelling-meeting-us-officials-gaza-rcna146293
nypost.com,nypost.com,2024-04-03,Palestinian American doctor says he walked out of Biden Ramadan meeting in Gaza protest,https://nypost.com/2024/04/03/us-news/palestinian-american-doctor-says-he-walked-out-of-biden-ramadan-meeting-in-gaza-protest/
nypost.com,nypost.com,2024-04-03,Biden slammed by Democrats and Republicans over response to Israeli airstrike that killed 7 aid workers in Gaza,https://nypost.com/2024/04/03/us-news/biden-slammed-by-democrats-republicans-over-response-to-israeli-airstrike-that-killed-aid-workers-in-gaza/
nytimes.com,nytimes.com,2024-04-03,Inside World Central Kitchen’s Work in Gaza,https://www.nytimes.com/video/world/middleeast/100000009392655/world-central-kitchen-gaza-aid.html
foxnews.com,foxnews.com,2024-04-03,Democrat pro-Israel group looks to oust 2 'Squad' members from Congress,https://www.foxnews.com/politics/democrat-pro-israel-group-looks-oust-2-squad-members-from-congress
nypost.com,nypost.com,2024-04-03,"Pro-Israel Democrat PAC endorses primary rivals to ‘Squad’ Reps. Jamaal Bowman, Cori Bush",https://nypost.com/2024/04/03/us-news/pro-israel-democrat-pac-endorses-rivals-to-bowman-bush/
nbcnews.com,nbcnews.com,2024-04-03,Biden 'outraged' by Israeli strike that killed aid workers in Gaza,https://www.nbcnews.com/politics/white-house/biden-outraged-killing-world-central-kitchen-workers-gaza-rcna146135
nypost.com,nypost.com,2024-04-03,More than 40K ‘uninstructed’ ballots cast in Wisconsin Dem primary in protest of Biden’s Gaza response,https://nypost.com/2024/04/03/us-news/more-than-40k-uninstructed-ballots-cast-in-wisconsin-dem-primary-in-protest-of-bidens-gaza-response/
foxnews.com,foxnews.com,2024-04-03,Biden ridiculed for 'obvious hypocrisy' as he condemns Israeli airstrike that killed aid workers in Gaza,https://www.foxnews.com/politics/biden-ridiculed-obvious-hypocrisy-condemns-israeli-airstrike-killed-aid-workers-gaza
cnn.com,cnn.com,2024-04-03,"April 3, 2024 Israel-Hamas war",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-03-24/index.html
nypost.com,nypost.com,2024-04-03,"Backlash against Israel spirals after killing of aid workers, as UK urged to stop arms sales",https://nypost.com/2024/04/03/world-news/backlash-against-israel-spirals-after-killing-of-aid-workers/
nypost.com,nypost.com,2024-04-03,American aid worker killed in Israeli airstrike was a new dad and military veteran about to leave Gaza,https://nypost.com/2024/04/03/world-news/american-aid-worker-jacob-flickinger-killed-in-israeli-airstrike-was-a-new-dad/
nypost.com,nypost.com,2024-04-03,Why Hamas is responsible for the deaths of World Central Kitchen aid workers,https://nypost.com/2024/04/03/opinion/hamas-is-responsible-for-the-deaths-of-world-central-kitchen-aid-workers/
